counter;time;km/h;gas;brake;clutch;gear;RPM;Lap;FLW Temp;FRW Temp;RLW Temp;RRW Temp;FLW Pres;FRW Pres;RLW Pres;RRW Pres
1;12:03:03.508099;0,008;0,0;0,0;0,0;1;900,0;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
2;12:03:03.861294;0,004;0,0;0,0;0,0;1;900,0;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
3;12:03:04.261607;0,005;0,0;0,0;0,0;1;900,0;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
4;12:03:04.612132;0,004;0,0;0,0;0,0;1;900,0;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
5;12:03:04.976443;0,007;0,0;0,0;0,0;1;900,0;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
6;12:03:05.392597;0,004;0,0;0,0;0,0;1;900,0;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
7;12:03:05.754261;0,005;0,0;0,0;0,0;1;900,0;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
8;12:03:06.107181;0,008;0,0;0,0;0,0;1;900,0;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
9;12:03:06.505759;0,014;0,788;0,0;1,0;1;1243,353;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
10;12:03:06.856663;0,007;1,0;0,0;1,0;1;8913,105;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
11;12:03:07.213572;0,017;1,0;0,0;1,0;1;8692,242;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
12;12:03:07.617267;0,004;1,0;0,0;1,0;1;8965,337;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
13;12:03:07.967660;0,011;0,0;0,0;0,0;1;7231,023;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
14;12:03:08.327117;0,011;0,42;0,0;1,0;1;7187,178;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
15;12:03:08.727848;1,364;1,0;0,0;1,0;2;6521,627;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
16;12:03:09.083720;12,351;1,0;0,0;1,0;2;8392,756;0;79.986;79.986;79.994;79.994;33.638;33.638;33.639;33.639
17;12:03:09.447046;22,894;1,0;0,0;1,0;2;8169,687;0;79.925;79.925;79.97;79.97;33.628;33.628;33.635;33.635
18;12:03:09.818467;33,561;1,0;0,0;1,0;2;5930,453;0;79.865;79.865;79.965;79.967;33.618;33.618;33.634;33.635
19;12:03:10.127263;42,794;1,0;0,0;1,0;2;5244,481;0;79.811;79.811;79.965;79.967;33.61;33.61;33.634;33.635
20;12:03:10.439923;51,009;1,0;0,0;1,0;3;3776,564;0;79.759;79.759;79.966;79.968;33.601;33.601;33.635;33.635
21;12:03:10.788473;56,966;1,0;0,0;1,0;3;4289,138;0;79.702;79.702;79.967;79.969;33.592;33.592;33.635;33.635
22;12:03:11.103970;63,34;1,0;0,0;1,0;3;4774,77;0;79.649;79.649;79.968;79.971;33.584;33.584;33.635;33.635
23;12:03:11.419507;69,88;1,0;0,0;1,0;3;5275,158;0;79.597;79.597;79.969;79.972;33.575;33.575;33.635;33.636
24;12:03:11.773169;77,481;1,0;0,0;1,0;3;5866,72;0;79.539;79.539;79.971;79.975;33.566;33.566;33.635;33.636
25;12:03:12.081784;84,577;1,0;0,0;1,0;3;6406,461;0;79.487;79.487;79.97;79.975;33.558;33.558;33.635;33.636
26;12:03:12.386933;91,465;1,0;0,0;1,0;3;6882,494;0;79.437;79.439;79.97;79.974;33.55;33.55;33.635;33.636
27;12:03:12.742036;98,978;1,0;0,0;1,0;3;7529,478;0;79.381;79.383;79.966;79.972;33.541;33.541;33.635;33.635
28;12:03:13.051471;105,843;1,0;0,0;1,0;3;7956,165;0;79.332;79.333;79.965;79.971;33.533;33.533;33.634;33.635
29;12:03:13.367523;111,888;1,0;0,0;1,0;3;8497,408;0;79.287;79.282;79.965;79.964;33.526;33.525;33.634;33.634
30;12:03:13.713915;115,327;1,0;0,0;1,0;3;8827,459;0;79.267;79.225;79.981;79.944;33.523;33.516;33.637;33.631
31;12:03:14.025245;116,737;1,0;0,0;1,0;3;8973,079;0;79.256;79.173;80.005;79.923;33.521;33.508;33.641;33.628
