counter;time;km/h;gas;brake;clutch;gear;RPM;Lap;FLW Temp;FRW Temp;RLW Temp;RRW Temp;FLW Pres;FRW Pres;RLW Pres;RRW Pres
1;12:16:41.549791;0,034;0,0;0,0;0,129;2;5090,609;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
2;12:16:41.901875;0,099;0,0;0,0;0,02;2;1010,996;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
3;12:16:42.308080;4,898;1,0;0,0;0,423;2;1253,719;0;80.0;80.0;80.0;80.0;33.64;33.64;33.64;33.64
4;12:16:42.670457;12,537;1,0;0,0;0,976;2;1723,336;0;79.978;79.978;79.988;79.988;33.637;33.637;33.638;33.638
5;12:16:43.032363;20,961;1,0;0,0;1,0;2;2522,436;0;79.918;79.918;79.955;79.955;33.627;33.627;33.633;33.633
6;12:16:43.395892;28,861;0,388;0,0;1,0;2;3364,55;0;79.857;79.857;79.922;79.922;33.617;33.617;33.628;33.628
7;12:16:43.713301;33,653;0,824;0,0;1,0;2;4013,174;0;79.804;79.804;79.893;79.893;33.609;33.609;33.623;33.623
8;12:16:44.032014;40,667;0,733;0,0;1,0;2;4844,117;0;79.75;79.75;79.864;79.864;33.6;33.6;33.618;33.618
9;12:16:44.384984;47,218;1,0;0,0;1,0;3;3509,465;0;79.692;79.692;79.832;79.832;33.591;33.591;33.613;33.613
10;12:16:44.703460;52,777;1,0;0,0;1,0;3;3956,684;0;79.638;79.638;79.802;79.802;33.582;33.582;33.608;33.608
11;12:16:45.016747;58,456;1,0;0,0;1,0;3;4398,771;0;79.587;79.587;79.775;79.775;33.574;33.574;33.604;33.604
12;12:16:45.360163;65,204;1,0;0,0;1,0;3;4920,211;0;79.531;79.531;79.749;79.748;33.565;33.565;33.6;33.6
13;12:16:45.674698;72,026;1,0;0,0;1,0;3;5448,147;0;79.478;79.478;79.726;79.725;33.556;33.556;33.596;33.596
14;12:16:45.994367;79,025;1,0;0,0;1,0;3;6008,891;0;79.425;79.425;79.705;79.704;33.548;33.548;33.593;33.593
15;12:16:46.354842;86,927;1,0;0,0;1,0;3;6589,091;0;79.369;79.367;79.686;79.685;33.539;33.539;33.59;33.59
16;12:16:46.668351;93,946;1,0;0,0;1,0;3;7137,841;0;79.316;79.314;79.67;79.669;33.531;33.53;33.587;33.587
17;12:16:46.974850;100,683;1,0;0,0;1,0;3;7580,39;0;79.266;79.265;79.659;79.657;33.523;33.522;33.585;33.585
18;12:16:47.328134;107,882;1,0;0,0;1,0;3;8148,174;0;79.212;79.209;79.645;79.644;33.514;33.513;33.583;33.583
19;12:16:47.646889;112,571;1,0;0,0;1,0;3;8599,015;0;79.185;79.155;79.648;79.622;33.51;33.505;33.584;33.58
20;12:16:47.956963;113,803;0,0;0,0;1,0;3;8143,347;0;79.174;79.104;79.654;79.597;33.508;33.497;33.585;33.575
21;12:16:48.298369;110,931;0,0;0,0;1,0;3;7988,702;0;79.158;79.049;79.648;79.569;33.505;33.488;33.584;33.571
22;12:16:48.594584;108,934;0,0;0,0;1,0;3;7850,831;0;79.122;79.009;79.63;79.552;33.5;33.481;33.581;33.568
23;12:16:48.906791;109,116;0,0;0,0;1,0;4;5721,344;0;79.087;78.968;79.616;79.534;33.494;33.475;33.579;33.566
24;12:16:49.238309;76,379;0,0;0,0;1,0;5;3910,565;0;79.072;78.914;79.614;79.506;33.491;33.466;33.578;33.561
25;12:16:49.565964;54,796;0,0;0,294;1,0;5;2206,504;0;79.018;78.86;79.587;79.485;33.483;33.458;33.574;33.558
26;12:16:49.889734;49,334;0,0;0,0;0,0;5;980,012;0;78.977;78.81;79.567;79.456;33.476;33.45;33.571;33.553
27;12:16:50.257315;46,504;0,0;0,0;0,0;5;955,766;0;78.925;78.751;79.547;79.423;33.468;33.44;33.568;33.548
28;12:16:50.587600;46,908;1,0;0,0;0,279;5;7500,496;0;78.872;78.696;79.518;79.392;33.459;33.431;33.563;33.543
29;12:16:50.922270;49,895;1,0;0,0;0,609;5;8495,88;0;78.818;78.643;79.488;79.362;33.451;33.423;33.558;33.538
30;12:16:51.301755;52,814;0,0;0,0;0,984;5;2240,052;0;78.758;78.582;79.459;79.327;33.441;33.413;33.553;33.532
31;12:16:51.659147;51,917;0,145;0,043;1,0;5;2124,062;0;78.698;78.52;79.426;79.291;33.432;33.403;33.548;33.527
32;12:16:52.005738;51,585;0,302;0,0;1,0;5;2125,316;0;78.642;78.464;79.394;79.257;33.423;33.394;33.543;33.521
33;12:16:52.397096;52,599;1,0;0,0;1,0;5;2200,762;0;78.58;78.398;79.36;79.21;33.413;33.384;33.538;33.514
34;12:16:52.736468;55,701;1,0;0,0;1,0;5;2321,416;0;78.523;78.333;79.331;79.162;33.404;33.373;33.533;33.506
35;12:16:53.078230;58,778;1,0;0,0;1,0;5;2450,035;0;78.467;78.268;79.301;79.108;33.395;33.363;33.528;33.497
36;12:16:53.470126;62,237;1,0;0,0;1,0;5;2590,456;0;78.405;78.189;79.269;79.045;33.385;33.35;33.523;33.487
