counter;time;km/h;gas;brake;clutch;gear;RPM;Lap;FLW Temp;FRW Temp;RLW Temp;RRW Temp;FLW Pres;FRW Pres;RLW Pres;RRW Pres
1;16:08:52.017105;0,007;0,0;0,0;0,0;1;900,011;0;30.578;29.431;33.907;32.634;26.733;26.549;28.265;28.061
2;16:08:52.536489;0,006;0,0;0,0;0,0;1;900,006;0;30.563;29.419;33.882;32.611;26.73;26.547;28.261;28.058
3;16:08:53.132456;0,002;0,0;0,0;0,0;1;900,003;0;30.548;29.407;33.857;32.587;26.728;26.545;28.257;28.054
4;16:08:53.680887;0,002;0,0;0,0;0,0;1;900,002;0;30.531;29.393;33.828;32.56;26.725;26.543;28.253;28.05
5;16:08:54.204150;0,001;0,0;0,0;0,0;1;900,001;0;30.516;29.381;33.804;32.537;26.723;26.541;28.249;28.046
6;16:08:54.807245;0,001;0,0;0,0;0,0;1;900,0;0;30.5;29.369;33.778;32.512;26.72;26.539;28.244;28.042
7;16:08:55.353830;0,003;0,0;0,0;0,0;2;900,0;0;30.483;29.355;33.75;32.486;26.717;26.537;28.24;28.038
8;16:08:55.870170;0,003;0,0;0,0;0,0;2;900,0;0;30.468;29.344;33.725;32.463;26.715;26.535;28.236;28.034
9;16:08:56.476221;0,001;0,0;0,0;0,0;2;900,0;0;30.452;29.331;33.699;32.438;26.712;26.533;28.232;28.03
10;16:08:57.021047;0,002;0,016;0,0;0,0;2;933,255;0;30.435;29.318;33.671;32.412;26.71;26.531;28.227;28.026
11;16:08:57.539975;0,003;0,0;0,0;0,0;2;933,467;0;30.421;29.306;33.647;32.388;26.707;26.529;28.223;28.022
12;16:08:58.156535;0,001;0,0;0,0;0,0;2;917,953;0;30.405;29.294;33.62;32.363;26.705;26.527;28.219;28.018
13;16:08:58.697278;0,01;0,051;0,0;0,015;2;1009,113;0;30.388;29.281;33.592;32.337;26.702;26.525;28.215;28.014
14;16:08:59.224200;0,004;0,027;0,0;0,008;2;1004,468;0;30.374;29.269;33.568;32.314;26.7;26.523;28.211;28.01
15;16:08:59.840568;0,032;0,235;0,0;0,078;2;1047,713;0;30.358;29.256;33.541;32.288;26.697;26.521;28.207;28.006
16;16:09:00.399658;2,913;0,384;0,0;0,157;2;1093,881;0;30.341;29.243;33.512;32.261;26.695;26.519;28.202;28.002
17;16:09:00.939403;4,993;0,345;0,0;0,143;2;1085,536;0;30.326;29.231;33.487;32.237;26.692;26.517;28.198;27.998
18;16:09:01.563424;6,442;0,643;0,0;0,284;2;1172,663;0;30.31;29.218;33.46;32.212;26.69;26.515;28.194;27.994
19;16:09:02.107520;16,631;0,714;0,0;1,0;2;1801,666;0;30.293;29.205;33.432;32.185;26.687;26.513;28.189;27.99
20;16:09:02.632912;20,543;0,227;0,0;1,0;2;2176,167;0;30.278;29.193;33.408;32.162;26.685;26.511;28.185;27.986
21;16:09:03.219446;20,283;0,0;0,0;1,0;2;2147,622;0;30.263;29.181;33.383;32.138;26.682;26.509;28.181;27.982
