counter;time;km/h;gas;brake;clutch;gear;RPM;Lap;FLW Temp;FRW Temp;RLW Temp;RRW Temp;FLW Pres;FRW Pres;RLW Pres;RRW Pres
1;14:28:21.234753;16,376;1,0;0,0;1,0;2;1851,943;0;26.105;26.129;26.174;26.194;26.017;26.021;27.028;27.031
2;14:28:21.717887;27,604;1,0;0,0;1,0;2;3098,81;0;26.108;26.132;26.178;26.199;26.017;26.021;27.028;27.032
3;14:28:22.203716;38,374;1,0;0,0;1,0;2;4363,333;0;26.11;26.134;26.182;26.204;26.018;26.021;27.029;27.033
4;14:28:22.640044;51,631;1,0;0,0;1,0;2;6009,002;0;26.112;26.137;26.196;26.218;26.018;26.022;27.031;27.035
5;14:28:23.058608;62,824;0,165;0,0;1,0;2;6545,434;0;26.115;26.139;26.219;26.242;26.018;26.022;27.035;27.039
6;14:28:23.535406;65,746;1,0;0,0;1,0;2;7510,719;0;26.122;26.147;26.245;26.267;26.02;26.024;27.039;27.043
7;14:28:23.958650;75,714;1,0;0,0;1,0;2;8505,512;0;26.126;26.153;26.284;26.307;26.02;26.024;27.045;27.049
8;14:28:24.376506;77,69;1,0;0,0;1,0;2;8341,741;0;26.139;26.167;26.315;26.338;26.022;26.027;27.05;27.054
9;14:28:24.850583;78,271;1,0;0,0;1,0;2;8169,77;0;26.155;26.183;26.346;26.369;26.025;26.029;27.055;27.059
10;14:28:25.272969;78,34;1,0;0,0;1,0;2;8478,379;0;26.173;26.201;26.379;26.403;26.028;26.032;27.061;27.064
11;14:28:25.687730;78,503;1,0;0,0;1,0;2;8324,188;0;26.189;26.218;26.408;26.433;26.03;26.035;27.065;27.069
12;14:28:26.165799;78,425;1,0;0,0;1,0;2;8506,724;0;26.206;26.236;26.442;26.467;26.033;26.038;27.071;27.075
13;14:28:26.600943;78,454;1,0;0,0;1,0;2;8429,642;0;26.225;26.255;26.479;26.505;26.036;26.041;27.077;27.081
14;14:28:27.015507;78,55;1,0;0,0;1,0;2;8215,241;0;26.243;26.272;26.516;26.542;26.039;26.044;27.083;27.087
15;14:28:27.500380;78,402;1,0;0,0;1,0;1;7362,447;0;26.268;26.294;26.556;26.583;26.043;26.047;27.089;27.093
16;14:28:27.932829;86,463;1,0;0,0;1,0;3;6065,835;0;26.286;26.313;26.609;26.637;26.046;26.05;27.097;27.102
17;14:28:28.345726;95,245;1,0;0,0;1,0;3;6677,107;0;26.302;26.331;26.662;26.691;26.048;26.053;27.106;27.111
18;14:28:28.838967;104,281;1,0;0,0;1,0;3;7413,497;0;26.335;26.351;26.731;26.753;26.054;26.056;27.117;27.12
19;14:28:29.260127;107,859;1,0;0,0;1,0;3;7780,313;0;26.41;26.363;26.828;26.795;26.066;26.058;27.133;27.127
20;14:28:29.673704;108,37;1,0;0,0;1,0;3;7763,756;0;26.508;26.375;26.929;26.836;26.081;26.06;27.149;27.134
21;14:28:30.156166;108,687;1,0;0,0;1,0;3;7829,752;0;26.615;26.387;27.044;26.882;26.098;26.062;27.167;27.141
22;14:28:30.593147;110,089;1,0;0,0;1,0;3;7867,705;0;26.74;26.4;27.185;26.938;26.118;26.064;27.19;27.15
23;14:28:31.005994;110,539;1,0;0,0;1,0;4;5561,75;0;26.845;26.418;27.314;26.99;26.135;26.067;27.21;27.158
24;14:28:31.486517;115,605;1,0;0,0;1,0;4;5905,723;0;26.948;26.45;27.451;27.062;26.152;26.072;27.232;27.17
25;14:28:31.938603;117,629;1,0;0,0;1,0;4;6001,229;0;27.07;26.478;27.607;27.129;26.171;26.077;27.257;27.181
26;14:28:32.382878;119,399;1,0;0,0;1,0;4;6125,057;0;27.218;26.515;27.776;27.204;26.195;26.082;27.284;27.193
27;14:28:32.855364;122,667;1,0;0,0;1,0;4;6201,622;0;27.347;26.537;27.943;27.277;26.216;26.086;27.311;27.204
28;14:28:33.261819;125,26;1,0;0,0;1,0;4;6347,231;0;27.489;26.56;28.116;27.352;26.238;26.09;27.339;27.216
29;14:28:33.660662;123,89;1,0;0,0;1,0;5;4809,126;0;27.634;26.59;28.268;27.411;26.261;26.094;27.363;27.226
30;14:28:34.105170;123,429;1,0;0,0;1,0;5;4772,121;0;27.797;26.623;28.428;27.484;26.288;26.1;27.389;27.237
31;14:28:34.514780;120,012;0,0;0,0;1,0;5;4486,88;0;27.986;26.668;28.598;27.555;26.318;26.107;27.416;27.249
32;14:28:34.895658;115,223;1,0;0,0;1,0;5;4491,417;0;28.152;26.707;28.736;27.608;26.344;26.113;27.438;27.257
33;14:28:35.324673;112,397;1,0;0,0;1,0;5;4522,359;0;28.316;26.757;28.881;27.67;26.371;26.121;27.461;27.267
34;14:28:35.719355;104,204;1,0;0,0;1,0;5;4161,28;0;28.504;26.814;29.053;27.744;26.401;26.13;27.488;27.279
35;14:28:36.103213;90,943;0,0;0,0;1,0;5;3399,7;0;28.668;26.879;29.188;27.812;26.427;26.141;27.51;27.29
36;14:28:36.541806;76,522;0,0;0,0;1,0;5;2855,234;0;28.843;26.955;29.325;27.878;26.455;26.153;27.532;27.3
37;14:28:36.947519;63,017;0,0;0,0;1,0;5;2384,707;0;29.022;27.031;29.458;27.943;26.483;26.165;27.553;27.311
38;14:28:37.352784;54,575;1,0;0,0;1,0;5;2203,404;0;29.17;27.1;29.576;28.001;26.507;26.176;27.572;27.32
39;14:28:37.823637;53,364;1,0;0,0;1,0;5;2082,117;0;29.338;27.164;29.695;28.061;26.534;26.186;27.591;27.33
40;14:28:38.253831;55,89;1,0;0,0;1,0;5;2155,366;0;29.515;27.234;29.825;28.126;26.562;26.197;27.612;27.34
41;14:28:38.672519;57,2;1,0;0,0;1,0;5;2236,611;0;29.663;27.308;29.926;28.2;26.586;26.209;27.628;27.352
42;14:28:39.144933;58,656;1,0;0,0;1,0;5;2278,584;0;29.817;27.4;30.031;28.283;26.611;26.224;27.645;27.365
43;14:28:39.577921;61,714;1,0;0,0;1,0;5;2373,952;0;29.981;27.493;30.147;28.371;26.637;26.239;27.663;27.379
