counter;time;km/h;gas;brake;clutch;gear;RPM;Lap;FLW Temp;FRW Temp;RLW Temp;RRW Temp;FLW Pres;FRW Pres;RLW Pres;RRW Pres
1;14:09:46.277724;0,003;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.25;27.27;26.199;26.199;27.2;27.203
2;14:09:46.854441;0,004;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.25;27.271;26.199;26.199;27.2;27.203
3;14:09:47.436864;0,003;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.25;27.272;26.199;26.199;27.2;27.203
4;14:09:48.013816;0,003;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.249;27.272;26.199;26.199;27.2;27.204
5;14:09:48.593508;0,001;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.249;27.273;26.199;26.199;27.2;27.204
6;14:09:49.160829;0,001;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.249;27.274;26.199;26.199;27.2;27.204
7;14:09:49.734272;0,003;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.248;27.274;26.199;26.199;27.2;27.204
8;14:09:50.314375;0,002;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.248;27.275;26.199;26.199;27.2;27.204
9;14:09:50.886779;0,005;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.248;27.276;26.199;26.199;27.2;27.204
10;14:09:51.467588;0,001;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.247;27.277;26.199;26.199;27.2;27.204
11;14:09:52.036441;0,002;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.247;27.277;26.199;26.199;27.199;27.204
12;14:09:52.626036;0,001;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.246;27.278;26.199;26.199;27.199;27.205
13;14:09:53.203847;0,004;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.246;27.279;26.199;26.199;27.199;27.205
14;14:09:53.770618;0,003;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.246;27.28;26.199;26.199;27.199;27.205
15;14:09:54.354004;0,001;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.245;27.282;26.199;26.199;27.199;27.205
16;14:09:54.930239;0,004;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.245;27.283;26.199;26.199;27.199;27.205
17;14:09:55.513081;0,004;0,0;0,0;0,0;1;900,0;0;27.244;27.244;27.245;27.285;26.199;26.199;27.199;27.206
