counter;time;km/h;gas;brake;clutch;gear;RPM;Lap;FLW Temp;FRW Temp;RLW Temp;RRW Temp;FLW Pres;FRW Pres;RLW Pres;RRW Pres
1;15:52:29.622966;0,003;0,0;0,0;0,0;1;900,0;0;26.114;26.13;26.169;26.198;26.018;26.021;27.027;27.032
2;15:52:30.111583;0,002;0,0;0,0;0,0;1;900,0;0;26.116;26.133;26.173;26.203;26.019;26.021;27.028;27.032
3;15:52:30.657727;0,002;1,0;0,0;1,0;1;3307,177;0;26.119;26.136;26.177;26.208;26.019;26.022;27.028;27.033
4;15:52:31.140611;0,002;1,0;0,0;1,0;1;8192,212;0;26.121;26.138;26.181;26.212;26.019;26.022;27.029;27.034
5;15:52:31.624223;0,002;0,0;0,0;0,0;1;5826,336;0;26.124;26.141;26.185;26.217;26.02;26.023;27.03;27.035
6;15:52:32.168240;0,004;0,0;0,0;0,0;1;3649,804;0;26.127;26.145;26.189;26.222;26.02;26.023;27.03;27.036
7;15:52:32.634200;0,025;0,0;0,0;0,183;2;2116,678;0;26.13;26.148;26.192;26.226;26.021;26.024;27.031;27.036
8;15:52:33.122738;8,983;1,0;0,0;0,447;2;1268,281;0;26.133;26.151;26.197;26.231;26.021;26.024;27.031;27.037
9;15:52:33.659784;20,041;1,0;0,0;1,0;2;2253,034;0;26.136;26.154;26.202;26.236;26.022;26.025;27.032;27.038
10;15:52:34.097994;30,624;1,0;0,0;1,0;2;3438,663;0;26.138;26.157;26.206;26.24;26.022;26.025;27.033;27.038
11;15:52:34.524734;41,328;1,0;0,0;1,0;2;4750,578;0;26.141;26.16;26.212;26.247;26.022;26.026;27.034;27.039
12;15:52:35.015075;54,868;1,0;0,0;1,0;2;6259,701;0;26.143;26.163;26.23;26.264;26.023;26.026;27.037;27.042
13;15:52:35.435238;61,385;1,0;0,0;1,0;3;5033,221;0;26.148;26.168;26.253;26.287;26.024;26.027;27.04;27.046
14;15:52:35.861930;69,776;1,0;0,0;1,0;3;4881,439;0;26.151;26.171;26.284;26.319;26.024;26.027;27.046;27.051
15;15:52:36.336668;78,882;1,0;0,0;1,0;3;5551,539;0;26.154;26.175;26.324;26.358;26.025;26.028;27.052;27.057
16;15:52:36.747052;87,772;1,0;0,0;1,0;3;6189,393;0;26.159;26.181;26.366;26.4;26.025;26.029;27.059;27.064
17;15:52:37.167870;96,631;1,0;0,0;1,0;1;6773,917;0;26.168;26.19;26.413;26.447;26.027;26.03;27.066;27.071
18;15:52:37.650543;100,519;1,0;0,0;1,0;4;5024,928;0;26.194;26.217;26.464;26.497;26.031;26.035;27.074;27.08
19;15:52:38.063986;106,54;1,0;0,0;1,0;4;5313,611;0;26.215;26.239;26.522;26.554;26.034;26.038;27.083;27.089
20;15:52:38.487655;112,711;1,0;0,0;1,0;4;5622,574;0;26.24;26.263;26.584;26.617;26.038;26.042;27.093;27.099
21;15:52:38.974146;119,708;1,0;0,0;1,0;4;5972,277;0;26.272;26.293;26.658;26.693;26.044;26.047;27.105;27.111
22;15:52:39.394887;122,12;1,0;0,0;1,0;5;4698,202;0;26.316;26.337;26.725;26.761;26.05;26.054;27.116;27.122
23;15:52:39.824752;121,678;0,0;0,0;1,0;5;4574,889;0;26.374;26.392;26.788;26.824;26.06;26.063;27.126;27.132
24;15:52:40.312960;117,063;0,027;0,0;1,0;5;4345,833;0;26.487;26.407;26.886;26.859;26.078;26.065;27.142;27.137
25;15:52:40.731846;112,265;0,0;0,0;1,0;5;4196,827;0;26.609;26.419;26.981;26.89;26.097;26.067;27.157;27.142
26;15:52:41.166683;108,522;0,039;0,0;1,0;5;4065,174;0;26.729;26.431;27.077;26.926;26.117;26.069;27.172;27.148
27;15:52:41.660650;103,062;0,0;0,0;1,0;5;3860,022;0;26.864;26.455;27.186;26.965;26.138;26.073;27.19;27.154
28;15:52:42.075632;101,293;1,0;0,0;1,0;5;3919,941;0;26.989;26.477;27.282;27.003;26.158;26.076;27.205;27.16
29;15:52:42.496372;104,782;1,0;0,0;1,0;5;4025,428;0;27.088;26.509;27.374;27.06;26.174;26.081;27.22;27.17
30;15:52:42.996104;107,245;1,0;0,0;1,0;5;4198,486;0;27.212;26.545;27.488;27.12;26.194;26.087;27.238;27.179
31;15:52:43.422777;106,847;1,0;0,0;1,0;5;4167,784;0;27.345;26.574;27.608;27.165;26.215;26.092;27.257;27.186
32;15:52:43.849179;107,458;1,0;0,0;1,0;5;4176,808;0;27.491;26.605;27.727;27.212;26.239;26.097;27.276;27.194
33;15:52:44.314665;105,04;1,0;0,0;0,377;4;8103,039;0;27.65;26.64;27.852;27.256;26.264;26.102;27.296;27.201
34;15:52:44.719474;107,427;1,0;0,0;1,0;4;5484,696;0;27.796;26.679;27.976;27.307;26.287;26.109;27.316;27.209
35;15:52:45.133146;109,715;1,0;0,0;1,0;4;5573,049;0;27.95;26.719;28.105;27.36;26.312;26.115;27.337;27.218
36;15:52:45.603530;112,383;1,0;0,0;1,0;4;5723,518;0;28.134;26.768;28.251;27.42;26.341;26.123;27.36;27.227
37;15:52:46.009617;114,287;1,0;0,0;1,0;4;5815,725;0;28.319;26.816;28.395;27.479;26.371;26.131;27.383;27.237
