counter;time;km/h;gas;brake;clutch;gear;RPM;Lap;FLW Temp;FRW Temp;RLW Temp;RRW Temp;FLW Pres;FRW Pres;RLW Pres;RRW Pres
1;15:18:41.963278;0,002;0,0;0,0;0,0;1;900,0;0;26.021;26.02;26.03;26.034;26.003;26.003;27.005;27.005
2;15:18:42.446092;0,001;0,0;0,0;0,0;1;900,0;0;26.022;26.021;26.033;26.036;26.004;26.003;27.005;27.006
3;15:18:42.928208;0,002;0,0;0,0;0,0;1;900,0;0;26.023;26.022;26.035;26.039;26.004;26.003;27.006;27.006
4;15:18:43.488441;0,001;0,0;0,0;0,0;1;900,0;0;26.025;26.023;26.037;26.042;26.004;26.004;27.006;27.007
5;15:18:43.966308;0,003;0,0;0,0;0,0;1;900,0;0;26.026;26.024;26.039;26.045;26.004;26.004;27.006;27.007
6;15:18:44.457072;0,003;0,0;0,0;0,0;1;900,0;0;26.028;26.025;26.04;26.048;26.005;26.004;27.006;27.008
7;15:18:45.004067;0,001;0,0;0,0;0,0;1;900,0;0;26.03;26.027;26.042;26.05;26.005;26.004;27.007;27.008
8;15:18:45.479840;0,001;0,0;0,0;0,0;1;900,0;0;26.032;26.029;26.044;26.053;26.005;26.005;27.007;27.008
9;15:18:46.237186;0,001;0,0;0,0;0,0;1;900,0;0;26.035;26.032;26.047;26.057;26.006;26.005;27.008;27.009
10;15:18:46.795545;0,001;0,0;0,0;0,0;1;900,0;0;26.037;26.034;26.049;26.059;26.006;26.005;27.008;27.009
11;15:18:47.291382;0,0;0,29;0,0;1,0;1;1078,359;0;26.039;26.036;26.052;26.062;26.006;26.006;27.008;27.01
12;15:18:47.789627;0,001;0,729;0,0;1,0;1;8547,939;0;26.041;26.038;26.054;26.064;26.007;26.006;27.009;27.01
13;15:18:48.342088;0,002;0,0;0,0;0,0;1;5867,71;0;26.043;26.04;26.056;26.067;26.007;26.006;27.009;27.011
14;15:18:48.821783;0,001;0,0;0,0;0,0;1;3794,929;0;26.045;26.042;26.059;26.069;26.007;26.007;27.009;27.011
15;15:18:49.305543;0,002;0,0;0,0;0,0;1;2587,018;0;26.047;26.044;26.061;26.072;26.007;26.007;27.01;27.012
16;15:18:49.857955;0,002;0,0;0,0;0,0;1;1832,355;0;26.049;26.046;26.063;26.075;26.008;26.007;27.01;27.012
17;15:18:50.332333;0,001;0,0;0,0;0,0;1;1443,329;0;26.051;26.048;26.065;26.078;26.008;26.008;27.01;27.013
18;15:18:50.817495;0,646;0,498;0,0;0,202;2;1123,502;0;26.053;26.05;26.068;26.082;26.008;26.008;27.011;27.013
19;15:18:51.376753;4,251;0,427;0,0;0,177;2;1106,42;0;26.055;26.052;26.072;26.085;26.009;26.008;27.012;27.014
20;15:18:51.864216;8,439;0,549;0,0;0,258;2;1154,972;0;26.058;26.054;26.075;26.088;26.009;26.009;27.012;27.014
21;15:18:52.352860;13,424;0,667;0,0;0,984;2;1435,321;0;26.06;26.056;26.079;26.091;26.01;26.009;27.013;27.015
22;15:18:52.893001;20,823;0,667;0,0;1,0;2;2274,741;0;26.062;26.058;26.083;26.095;26.01;26.009;27.013;27.015
23;15:18:53.349756;27,728;0,682;0,0;1,0;2;3030,738;0;26.064;26.059;26.086;26.098;26.01;26.01;27.014;27.016
24;15:18:53.794294;33,176;0,753;0,0;1,0;1;3359,576;0;26.066;26.061;26.09;26.102;26.011;26.01;27.014;27.016
25;15:18:54.299463;37,835;0,796;0,0;1,0;3;2607,506;0;26.068;26.063;26.094;26.106;26.011;26.01;27.015;27.017
26;15:18:54.732138;43,422;0,812;0,0;1,0;3;2993,393;0;26.07;26.065;26.099;26.112;26.011;26.01;27.016;27.018
27;15:18:55.177153;49,059;0,792;0,0;1,0;3;3379,86;0;26.072;26.067;26.109;26.121;26.012;26.011;27.017;27.019
28;15:18:55.691108;54,973;0,761;0,0;1,0;3;3800,571;0;26.075;26.07;26.125;26.143;26.012;26.011;27.02;27.023
29;15:18:56.140392;59,842;0,655;0,0;1,0;3;4093,725;0;26.077;26.072;26.149;26.167;26.012;26.012;27.024;27.027
30;15:18:56.583535;64,123;0,663;0,0;1,0;3;4397,742;0;26.081;26.075;26.175;26.191;26.013;26.012;27.028;27.031
31;15:18:57.081160;65,677;0,58;0,0;1,0;4;3218,715;0;26.087;26.081;26.202;26.218;26.014;26.013;27.032;27.035
32;15:18:57.524075;67,506;0,584;0,0;1,0;4;3307,862;0;26.105;26.084;26.235;26.239;26.017;26.013;27.038;27.038
33;15:18:57.967832;70,011;0,675;0,0;1,0;4;3451,511;0;26.114;26.094;26.262;26.268;26.018;26.015;27.042;27.043
34;15:18:58.463127;74,138;0,839;0,0;1,0;4;3662,09;0;26.126;26.106;26.295;26.302;26.02;26.017;27.047;27.048
35;15:18:58.896944;78,194;0,761;0,0;1,0;4;3858,521;0;26.145;26.123;26.328;26.335;26.023;26.02;27.052;27.054
36;15:18:59.343981;79,883;0,722;0,0;1,0;5;3054,157;0;26.17;26.147;26.362;26.37;26.027;26.024;27.058;27.059
37;15:18:59.851798;82,356;0,573;0,0;1,0;5;3133,769;0;26.199;26.174;26.404;26.412;26.032;26.028;27.065;27.066
38;15:19:00.284654;83,794;0,549;0,0;1,0;5;3186,567;0;26.226;26.203;26.443;26.453;26.036;26.032;27.071;27.072
39;15:19:00.727946;85,103;0,478;0,0;1,0;5;3228,65;0;26.253;26.231;26.485;26.495;26.041;26.037;27.078;27.079
40;15:19:01.235604;84,248;0,0;0,263;1,0;6;2522,038;0;26.29;26.267;26.532;26.544;26.046;26.043;27.085;27.087
41;15:19:01.674866;70,122;0,0;0,627;1,0;6;1978,884;0;26.34;26.307;26.563;26.571;26.054;26.049;27.09;27.091
42;15:19:02.109658;61,963;0,0;0,0;1,0;6;1889,83;0;26.376;26.325;26.594;26.595;26.06;26.052;27.095;27.095
43;15:19:02.597250;60,886;0,0;0,0;1,0;5;2302,572;0;26.415;26.337;26.64;26.621;26.066;26.054;27.102;27.099
