counter;time;km/h;gas;brake;clutch;gear;RPM;Lap;FLW Temp;FRW Temp;RLW Temp;RRW Temp;FLW Pres;FRW Pres;RLW Pres;RRW Pres
1;14:34:42.657889;0,003;0,0;0,0;0,0;1;900,0;0;26.013;26.013;26.02;26.019;26.002;26.002;27.003;27.003
2;14:34:43.133741;0,003;0,0;0,0;0,0;1;900,0;0;26.014;26.014;26.022;26.021;26.002;26.002;27.004;27.003
3;14:34:43.663325;0,001;0,0;0,0;0,0;1;900,0;0;26.015;26.015;26.024;26.023;26.002;26.002;27.004;27.004
4;14:34:44.120041;0,005;0,0;0,0;0,0;1;900,0;0;26.016;26.017;26.026;26.024;26.003;26.003;27.004;27.004
5;14:34:44.604900;0,002;0,0;0,0;0,0;1;900,0;0;26.018;26.018;26.028;26.026;26.003;26.003;27.004;27.004
6;14:34:45.147006;0,004;0,0;0,0;0,0;1;900,0;0;26.019;26.019;26.03;26.028;26.003;26.003;27.005;27.005
7;14:34:45.604140;0,002;0,0;0,0;0,0;1;900,0;0;26.02;26.021;26.032;26.03;26.003;26.003;27.005;27.005
8;14:34:46.076203;0,002;0,0;0,0;0,0;1;900,0;0;26.021;26.023;26.033;26.032;26.003;26.004;27.005;27.005
9;14:34:46.611769;0,003;0,0;0,0;0,0;1;900,0;0;26.023;26.025;26.036;26.034;26.004;26.004;27.006;27.005
10;14:34:47.077527;0,001;0,0;0,0;0,0;1;900,0;0;26.024;26.027;26.038;26.036;26.004;26.004;27.006;27.006
11;14:34:47.545310;0,002;0,0;0,0;0,0;1;900,0;0;26.025;26.028;26.04;26.038;26.004;26.005;27.006;27.006
12;14:34:48.077593;0,002;0,0;0,0;0,0;1;900,0;0;26.026;26.03;26.043;26.04;26.004;26.005;27.007;27.006
13;14:34:48.547660;0,001;0,0;0,0;0,0;1;900,0;0;26.028;26.032;26.045;26.042;26.004;26.005;27.007;27.007
14;14:34:49.016569;0,002;0,0;0,0;0,0;1;900,0;0;26.029;26.034;26.048;26.044;26.005;26.005;27.008;27.007
15;14:34:49.546446;0,002;0,0;0,0;0,0;1;900,0;0;26.03;26.036;26.051;26.047;26.005;26.006;27.008;27.007
16;14:34:50.009851;0,001;0,0;0,0;0,0;1;900,0;0;26.031;26.038;26.054;26.049;26.005;26.006;27.009;27.008
17;14:34:50.489371;0,002;0,0;0,0;0,0;1;900,0;0;26.033;26.04;26.056;26.051;26.005;26.006;27.009;27.008
18;14:34:51.015866;0,004;0,0;0,0;0,0;1;900,0;0;26.034;26.041;26.059;26.054;26.006;26.007;27.01;27.009
19;14:34:51.473777;0,002;0,0;0,0;0,0;1;900,0;0;26.036;26.043;26.062;26.056;26.006;26.007;27.01;27.009
20;14:34:51.945947;0,002;0,0;0,0;0,0;1;900,0;0;26.038;26.045;26.065;26.059;26.006;26.007;27.01;27.009
21;14:34:52.485016;0,002;0,0;0,0;0,0;1;900,0;0;26.04;26.047;26.068;26.062;26.006;26.008;27.011;27.01
22;14:34:52.945869;0,003;0,0;0,0;0,0;1;900,0;0;26.042;26.05;26.071;26.065;26.007;26.008;27.011;27.01
23;14:34:53.415355;0,002;0,0;0,0;0,0;1;900,0;0;26.044;26.052;26.074;26.067;26.007;26.008;27.012;27.011
24;14:34:53.958811;0,001;0,0;0,0;0,0;1;4288,868;0;26.046;26.055;26.077;26.071;26.007;26.009;27.012;27.011
25;14:34:54.426069;0,002;0,0;0,0;0,0;1;2881,413;0;26.048;26.057;26.08;26.074;26.008;26.009;27.013;27.012
26;14:34:54.896655;0,002;0,0;0,0;0,0;1;2077,848;0;26.049;26.06;26.083;26.077;26.008;26.01;27.013;27.012
27;14:34:55.427701;0,003;0,0;0,0;0,0;1;1570,656;0;26.051;26.062;26.087;26.08;26.008;26.01;27.014;27.013
28;14:34:55.890846;0,003;0,0;0,0;0,0;1;1294,728;0;26.053;26.064;26.09;26.083;26.008;26.01;27.014;27.013
29;14:34:56.360043;0,001;0,0;0,0;0,0;1;1133,869;0;26.055;26.067;26.094;26.086;26.009;26.011;27.015;27.014
30;14:34:56.888477;0,003;0,0;0,0;0,0;2;986,962;0;26.057;26.069;26.098;26.089;26.009;26.011;27.016;27.014
31;14:34:57.343694;0,001;0,0;0,0;0,0;2;952,038;0;26.059;26.071;26.101;26.092;26.009;26.011;27.016;27.015
32;14:34:57.827305;0,576;0,596;0,0;0,252;2;1152,719;0;26.06;26.073;26.105;26.095;26.01;26.012;27.017;27.015
