counter;time;km/h;gas;brake;clutch;gear;RPM;Lap;FLW Temp;FRW Temp;RLW Temp;RRW Temp;FLW Pres;FRW Pres;RLW Pres;RRW Pres
1;13:44:48.214696;14,673;0,725;0,0;0,974;1;1581,886;0;26.076;26.082;26.144;26.136;26.012;26.013;27.023;27.022
2;13:44:48.590344;15,362;1,0;0,0;0,153;3;4420,792;0;26.077;26.083;26.159;26.152;26.012;26.013;27.025;27.024
3;13:44:49.022331;19,619;1,0;0,0;0,549;3;7134,108;0;26.079;26.085;26.176;26.169;26.013;26.014;27.028;27.027
4;13:44:49.422798;31,277;1,0;0,0;0,981;3;2250,13;0;26.081;26.087;26.198;26.192;26.013;26.014;27.032;27.031
5;13:44:49.798400;37,055;1,0;0,0;1,0;3;2572,692;0;26.083;26.089;26.217;26.211;26.013;26.014;27.035;27.034
6;13:44:50.226293;43,337;1,0;0,0;1,0;3;3010,396;0;26.084;26.09;26.24;26.233;26.014;26.014;27.038;27.037
7;13:44:50.619529;50,138;1,0;0,0;1,0;3;3481,9;0;26.086;26.092;26.268;26.261;26.014;26.015;27.043;27.042
8;13:44:50.997784;56,332;1,0;0,0;1,0;3;3917,317;0;26.088;26.094;26.297;26.29;26.014;26.015;27.047;27.046
9;13:44:51.429032;63,121;1,0;0,0;1,0;3;4412,171;0;26.09;26.095;26.33;26.324;26.014;26.015;27.053;27.052
10;13:44:51.808247;70,964;1,0;0,0;1,0;3;4970,268;0;26.092;26.097;26.371;26.365;26.015;26.015;27.059;27.058
11;13:44:52.184521;78,422;1,0;0,0;1,0;3;5504,5;0;26.093;26.099;26.414;26.407;26.015;26.016;27.066;27.065
12;13:44:52.593882;86,213;1,0;0,0;1,0;3;6075,148;0;26.097;26.102;26.463;26.455;26.016;26.016;27.074;27.073
13;13:44:52.979311;95,16;1,0;0,0;1,0;3;6689,248;0;26.106;26.111;26.525;26.518;26.017;26.018;27.084;27.083
14;13:44:53.360810;103,139;1,0;0,0;1,0;3;7234,829;0;26.118;26.123;26.588;26.579;26.019;26.02;27.094;27.093
15;13:44:53.786961;111,09;1,0;0,0;1,0;3;7788,2;0;26.135;26.139;26.656;26.647;26.022;26.022;27.105;27.103
