counter;time;km/h;gas;brake;clutch;gear;RPM;Lap;FLW Temp;FRW Temp;RLW Temp;RRW Temp;FLW Pres;FRW Pres;RLW Pres;RRW Pres
1;15:36:17.039452;0,002;0,0;0,0;0,0;1;900,0;0;26.221;26.251;26.384;26.352;26.035;26.04;27.062;27.056
2;15:36:17.509803;0,004;0,0;0,0;0,0;1;900,0;0;26.224;26.254;26.39;26.357;26.036;26.041;27.062;27.057
3;15:36:17.992280;0,001;0,0;0,0;0,0;1;900,0;0;26.227;26.258;26.395;26.362;26.036;26.041;27.063;27.058
4;15:36:18.549839;0,001;0,0;0,0;0,0;1;900,0;0;26.231;26.262;26.402;26.367;26.037;26.042;27.064;27.059
5;15:36:19.017674;0,002;0,0;0,0;0,0;1;900,0;0;26.234;26.266;26.407;26.372;26.037;26.043;27.065;27.06
6;15:36:19.494116;0,002;0,0;0,0;0,0;1;900,0;0;26.237;26.269;26.413;26.377;26.038;26.043;27.066;27.06
7;15:36:20.030268;0,002;0,0;0,0;0,0;1;900,0;0;26.241;26.273;26.419;26.382;26.038;26.044;27.067;27.061
8;15:36:20.497432;0,002;0,0;0,0;0,0;1;900,0;0;26.244;26.277;26.424;26.387;26.039;26.044;27.068;27.062
9;15:36:20.970221;0,001;0,0;0,0;0,0;1;900,0;0;26.247;26.28;26.429;26.392;26.04;26.045;27.069;27.063
10;15:36:21.512360;0,001;0,0;0,0;0,0;1;900,0;0;26.251;26.283;26.435;26.397;26.04;26.045;27.07;27.063
11;15:36:21.977484;0,001;0,0;0,0;0,0;1;900,0;0;26.254;26.286;26.441;26.401;26.041;26.046;27.071;27.064
12;15:36:22.449264;0,003;0,0;0,0;0,0;1;900,0;0;26.258;26.289;26.446;26.406;26.041;26.046;27.071;27.065
13;15:36:22.985442;0,002;0,0;0,0;0,0;1;900,0;0;26.262;26.293;26.452;26.411;26.042;26.047;27.072;27.066
14;15:36:23.454579;0,002;0,0;0,0;0,0;1;900,0;0;26.266;26.297;26.458;26.415;26.042;26.047;27.073;27.066
15;15:36:23.927859;0,003;0,0;0,0;0,0;1;1947,465;0;26.269;26.3;26.463;26.42;26.043;26.048;27.074;27.067
16;15:36:24.461211;0,001;0,0;0,0;0,0;1;1492,478;0;26.273;26.304;26.469;26.425;26.044;26.049;27.075;27.068
17;15:36:24.927861;0,001;0,0;0,0;0,0;1;1247,561;0;26.276;26.308;26.475;26.43;26.044;26.049;27.076;27.069
18;15:36:25.405185;0,002;0,0;0,0;0,0;1;1105,243;0;26.28;26.311;26.48;26.434;26.045;26.05;27.077;27.069
19;15:36:25.937634;0,001;0,0;0,0;0,0;1;1015,708;0;26.283;26.314;26.486;26.439;26.045;26.05;27.078;27.07
20;15:36:26.406544;0,001;0,0;0,173;0,0;1;968,102;0;26.287;26.318;26.492;26.444;26.046;26.051;27.079;27.071
21;15:36:26.880464;0,002;0,0;0,0;0,0;1;940,216;0;26.29;26.321;26.497;26.449;26.046;26.051;27.08;27.072
22;15:36:27.424443;0,003;0,0;0,0;0,0;1;922,597;0;26.294;26.325;26.503;26.454;26.047;26.052;27.08;27.073
23;15:36:27.886726;0,002;0,0;0,0;0,0;1;913,256;0;26.297;26.328;26.509;26.459;26.048;26.053;27.081;27.074
24;15:36:28.354842;0,002;0,0;0,0;0,0;1;907,906;0;26.3;26.331;26.514;26.465;26.048;26.053;27.082;27.074
25;15:36:28.890951;0,003;0,0;0,0;0,0;1;904,442;0;26.304;26.335;26.52;26.47;26.049;26.054;27.083;27.075
26;15:36:29.356532;0,002;0,0;0,0;0,0;1;902,615;0;26.307;26.338;26.526;26.475;26.049;26.054;27.084;27.076
27;15:36:29.834778;0,001;0,0;0,0;0,0;1;901,539;0;26.311;26.342;26.532;26.481;26.05;26.055;27.085;27.077
28;15:36:30.370286;0,003;0,0;0,0;0,0;1;900,868;0;26.314;26.346;26.538;26.486;26.05;26.055;27.086;27.078
29;15:36:30.839590;0,001;0,0;0,0;0,0;1;900,509;0;26.318;26.349;26.543;26.491;26.051;26.056;27.087;27.079
